county,state,FIPS,GISJOIN,number,state_abbrev,region,pop2020,per_100,diff
Shelby,Indiana,18145,G1801450,3,IN,Midwest,45055,6.658528465,3.167320708
Gloucester,New Jersey,34015,G3400150,4,NJ,North,302294,1.323215148,0.62942537
Norfolk,Massachusetts,25021,G2500210,10,MA,North,725981,1.377446517,0.655222081
Kern,California,06029,G0600290,21,CA,West,909235,2.309633923,1.098643851
Windsor,Vermont,50027,G5000270,2,VT,North,57753,3.463023566,1.647286831
Madison,New York,36053,G3600530,2,NY,North,68016,2.940484592,1.398726128
St Clair,Illinois,17163,G1701630,5,IL,Midwest,257400,1.942501943,0.924006958
Letcher,Kentucky,21133,G2101330,2,KY,South,21548,9.281603861,4.415062017
Dallas,Missouri,29059,G2900590,1,MO,Midwest,17071,5.857887646,2.786472859
Westmoreland,Pennsylvania,42129,G4201290,9,PA,North,354663,2.53762022,1.207092095
Maury,Tennessee,47119,G4701190,1,TN,South,100974,0.990353953,0.471090362
Raleigh,West Virginia,54081,G5400810,2,WV,South,74591,2.681288627,1.275432108
Alachua,Florida,12001,G1200010,8,FL,South,278468,2.872861514,1.366559265
St Charles,Missouri,29183,G2901830,1,MO,Midwest,405262,0.246753952,0.117375619
Ventura,California,06111,G0601110,25,CA,West,843843,2.962636415,1.40926328
Albemarle,Virginia,51003,G5100030,0,VA,South,112395,0,0
Henrico,Virginia,51087,G5100870,1,VA,South,334389,0.299052899,0.142253119
Guernsey,Ohio,39059,G3900590,0,OH,Midwest,38438,0,0
Carlton,Minnesota,27017,G2700170,3,MN,Midwest,36207,8.285690612,3.941327216
Boone,West Virginia,54005,G5400050,0,WV,South,21809,0,0
Richland,South Carolina,45079,G4500790,9,SC,South,416147,2.162697316,1.028749225
Cabell,West Virginia,54011,G5400110,2,WV,South,94350,2.119766826,1.008328101
Wayne,West Virginia,54099,G5400990,0,WV,South,38982,0,0
Lincoln,West Virginia,54043,G5400430,0,WV,South,20463,0,0
Summers,West Virginia,54089,G5400890,0,WV,South,11959,0,0
Aiken,South Carolina,45003,G4500030,3,SC,South,168808,1.777166959,0.845360614
Black Hawk,Iowa,19013,G1900130,2,IA,Midwest,131144,1.525041176,0.725429729
Lawrence,Arkansas,05075,G0500750,0,AR,South,16216,0,0
King,Washington,53033,G5300330,26,WA,West,2269675,1.145538458,0.544908338
Douglas,Nebraska,31055,G3100550,12,NE,Midwest,584526,2.052945464,0.976542597
Walsh,North Dakota,38099,G3800990,0,ND,Midwest,10563,0,0
Du Page,Illinois,17043,G1700430,21,IL,Midwest,932877,2.251100627,1.070800804
Runnels,Texas,48399,G4803990,1,TX,Southwest,9900,10.1010101,4.804836179
Appanoose,Iowa,19007,G1900070,1,IA,Midwest,12317,8.118860112,3.861969487
Worcester,Massachusetts,25027,G2500270,10,MA,North,862111,1.159943441,0.551760483
Providence,Rhode Island,44007,G4400070,7,RI,North,660741,1.059416625,0.503942009
Westchester,New York,36119,G3601190,9,NY,North,1004457,0.896006499,0.42621128
Mccormick,South Carolina,45065,G4500650,0,SC,South,9526,0,0
Hancock,Maine,23009,G2300090,0,ME,North,55478,0,0
Cameron,Texas,48061,G4800610,5,TX,Southwest,421017,1.187600501,0.564916359
Harris,Texas,48201,G4802010,79,TX,Southwest,4731145,1.669786067,0.794281802
El Paso,Texas,48141,G4801410,21,TX,Southwest,865657,2.4259031,1.153950631
Fresno,California,06019,G0600190,12,CA,West,1008654,1.189704299,0.565917092
Santa Barbara,California,06083,G0600830,9,CA,West,448229,2.007902211,0.955116477
Bexar,Texas,48029,G4800290,61,TX,Southwest,2009324,3.035846882,1.444087946
San Francisco,California,06075,G0600750,4,CA,West,873965,0.457684232,0.217710678
St Clair,Michigan,26147,G2601470,3,MI,Midwest,160383,1.870522437,0.889767834
Columbia,New York,36021,G3600210,1,NY,North,61570,1.624167614,0.772582072
Mclennan,Texas,48309,G4803090,3,TX,Southwest,260579,1.151282337,0.547640579
Summit,Ohio,39153,G3901530,10,OH,Midwest,540428,1.85038525,0.880189002
West Carroll,Louisiana,22123,G2201230,0,LA,South,9751,0,0
Hinds,Mississippi,28049,G2800490,6,MS,South,227742,2.63456016,1.253204367
Bryan,Oklahoma,40013,G4000130,1,OK,Southwest,46067,2.170751297,1.032580332
Atoka,Oklahoma,40005,G4000050,0,OK,Southwest,14143,0,0
Carroll,Illinois,17015,G1700150,0,IL,Midwest,15702,0,0
Cass,Minnesota,27021,G2700210,1,MN,Midwest,30066,3.326016098,1.582115285
Assumption,Louisiana,22007,G2200070,0,LA,South,21039,0,0
Mercer,West Virginia,54055,G5400550,1,WV,South,59664,1.676052561,0.79726264
Roanoke (city),Virginia,51770,G5107700,2,VA,South,100011,1.999780024,0.951252926
Fulton,Pennsylvania,42057,G4200570,2,PA,North,14556,13.74003847,6.535844761
Lawrence,Kentucky,21127,G2101270,0,KY,South,16293,0,0
Webster,Missouri,29225,G2902250,2,MO,Midwest,39085,5.117052578,2.434073336
Logan,Ohio,39091,G3900910,0,OH,Midwest,46150,0,0
Pottawatomie,Oklahoma,40125,G4001250,3,OK,Southwest,72454,4.140558147,1.969575655
Midland,Texas,48329,G4803290,1,TX,Southwest,169983,0.588294124,0.279839032
Bulloch,Georgia,13031,G1300310,1,GA,South,81099,1.233060827,0.586540872
Chatham,Georgia,13051,G1300510,9,GA,South,295291,3.047840943,1.449793267
Okfuskee,Oklahoma,40107,G4001070,0,OK,Southwest,11310,0,0
De Kalb,Georgia,13089,G1300890,4,GA,South,764382,0.52329856,0.248922022
Spalding,Georgia,13255,G1302550,6,GA,South,67306,8.914509851,4.240443185
Baltimore,Maryland,24005,G2400050,7,MD,South,854535,0.819158958,0.389656535
Wilkin,Minnesota,27167,G2701670,0,MN,Midwest,6506,0,0
Kleberg,Texas,48273,G4802730,1,TX,Southwest,31040,3.221649485,1.532470302
Orange,California,06059,G0600590,46,CA,West,3186989,1.443368647,0.686579839
Beaver,Pennsylvania,42007,G4200070,9,PA,North,168215,5.350295752,2.545022165
Linn,Iowa,19113,G1901130,5,IA,Midwest,230299,2.171090626,1.032741744
Clay,Missouri,29047,G2900470,2,MO,Midwest,253335,0.78946849,0.37553341
Prowers,Colorado,08099,G0800990,0,CO,Rockies,11999,0,0
Sumter,Georgia,13261,G1302610,1,GA,South,29616,3.376553214,1.60615472
Dodge,Wisconsin,55027,G5500270,5,WI,Midwest,89396,5.593091413,2.66051491
Darlington,South Carolina,45031,G4500310,0,SC,South,62905,0,0
Marion,Indiana,18097,G1800970,18,IN,Midwest,977203,1.841991889,0.876196458
Strafford,New Hampshire,33017,G3300170,1,NH,North,130889,0.764006143,0.363421511
Kennebec,Maine,23011,G2300110,2,ME,North,123642,1.617573317,0.769445305
Tuolumne,California,06109,G0601090,1,CA,West,55620,1.797914419,0.855229741
Montgomery,Virginia,51121,G5101210,2,VA,South,99721,2.005595612,0.954019277
Polk,Wisconsin,55095,G5500950,1,WI,Midwest,44977,2.223358606,1.057604513
Mcdowell,West Virginia,54047,G5400470,0,WV,South,19111,0,0
Tulsa,Oklahoma,40143,G4001430,17,OK,Southwest,669279,2.540046827,1.20824638
Spokane,Washington,53063,G5300630,15,WA,West,539339,2.781182151,1.322949337
Manitowoc,Wisconsin,55071,G5500710,3,WI,Midwest,81359,3.687360956,1.753999367
Ramsey,Minnesota,27123,G2701230,5,MN,Midwest,552352,0.90521986,0.43059388
Allegheny,Pennsylvania,42003,G4200030,22,PA,North,1250578,1.759186552,0.836807716
Morgan,West Virginia,54065,G5400650,0,WV,South,17063,0,0
Montgomery,Tennessee,47125,G4701250,9,TN,South,220069,4.089626435,1.94534852
Curry,New Mexico,35009,G3500090,1,NM,Southwest,48430,2.064835846,0.982198599
Lee,Alabama,01081,G0100810,2,AL,South,174241,1.147835469,0.546000978
Monmouth,New Jersey,34025,G3400250,5,NJ,North,643615,0.776861944,0.369536743
San Mateo,California,06081,G0600810,4,CA,West,764442,0.523257487,0.248902484
Cochise,Arizona,04003,G0400030,8,AZ,Southwest,125447,6.37719515,3.03349642
Garfield,Nebraska,31071,G3100710,0,NE,Midwest,1813,0,0
Avery,North Carolina,37011,G3700110,0,NC,South,17806,0,0
Fayette,Alabama,01057,G0100570,0,AL,South,16321,0,0
Hillsborough,Florida,12057,G1200570,35,FL,South,1459762,2.397651124,1.140511766
Trumbull,Ohio,39155,G3901550,1,OH,Midwest,201977,0.495105878,0.235511361
Lancaster,Nebraska,31109,G3101090,8,NE,Midwest,322608,2.479789714,1.17958335
Henderson,Illinois,17071,G1700710,0,IL,Midwest,6387,0,0
Pierce,Washington,53053,G5300530,19,WA,West,921130,2.062683877,0.981174954
Middlesex,Massachusetts,25017,G2500170,19,MA,North,1632002,1.16421426,0.553792021
Erath,Texas,48143,G4801430,1,TX,Southwest,42545,2.350452462,1.118060364
East Baton Rouge,Louisiana,22033,G2200330,6,LA,South,456781,1.313539749,0.624822987
Leflore,Mississippi,28083,G2800830,2,MS,South,28339,7.057412047,3.357061165
Carroll,Georgia,13045,G1300450,3,GA,South,119148,2.517876926,1.197700629
Kankakee,Illinois,17091,G1700910,0,IL,Midwest,107502,0,0
Belknap,New Hampshire,33001,G3300010,0,NH,North,63705,0,0
Orleans,Louisiana,22071,G2200710,9,LA,South,383997,2.343768311,1.114880855
Lubbock,Texas,48303,G4803030,8,TX,Southwest,310639,2.575336645,1.225032998
Calhoun,Michigan,26025,G2600250,3,MI,Midwest,134310,2.233638597,1.062494487
Greenwood,Kansas,20073,G2000730,1,KS,Midwest,6016,16.62234043,7.906894643
Pierce,Georgia,13229,G1302290,1,GA,South,19716,5.072022723,2.41265359
Pulaski,Missouri,29169,G2901690,1,MO,Midwest,53955,1.853396349,0.881621317
Lawrence,Mississippi,28077,G2800770,0,MS,South,12016,0,0
Washtenaw,Michigan,26161,G2601610,7,MI,Midwest,372258,1.88041627,0.894474121
Johnson,Kansas,20091,G2000910,8,KS,Midwest,609863,1.31177002,0.623981165
Lincoln,North Carolina,37109,G3701090,0,NC,South,86810,0,0
Pemiscot,Missouri,29155,G2901550,1,MO,Midwest,15661,6.385288296,3.037346158
Adair,Kentucky,21001,G2100010,0,KY,South,18903,0,0
Honolulu,Hawaii,15003,G1550035,25,HI,West,1016508,2.459400221,1.169884501
Wayne,New York,36117,G3601170,1,NY,North,91283,1.095494232,0.521103362
Morgan,Alabama,01103,G0101030,3,AL,South,123421,2.430704661,1.156234632
Fulton,Georgia,13121,G1301210,11,GA,South,1066710,1.031208107,0.490523816
Kenton,Kentucky,21117,G2101170,3,KY,South,169064,1.774475938,0.844080552
Montgomery,Pennsylvania,42091,G4200910,13,PA,North,856553,1.517711105,0.721942969
Cerro Gordo,Iowa,19033,G1900330,0,IA,Midwest,43127,0,0
Cass,Nebraska,31025,G3100250,1,NE,Midwest,26598,3.759681179,1.788400563
Craig,Oklahoma,40035,G4000350,1,OK,Southwest,14107,7.088679379,3.371934371
Ouachita,Louisiana,22073,G2200730,7,LA,South,160368,4.364960591,2.076319136
Le Flore,Oklahoma,40079,G4000790,4,OK,Southwest,48129,8.310997527,3.953365179
Mississippi,Missouri,29133,G2901330,2,MO,Midwest,12577,15.90204341,7.564264638
Lafayette,Louisiana,22055,G2200550,9,LA,South,241753,3.72280799,1.770860769
Allen,Ohio,39003,G3900030,2,OH,Midwest,102206,1.95683228,0.930823595
Henderson,Texas,48213,G4802130,1,TX,Southwest,82150,1.217285453,0.579036862
Hampshire,Massachusetts,25015,G2500150,1,MA,North,162308,0.616112576,0.29307168
Sequatchie,Tennessee,47153,G4701530,0,TN,South,15826,0,0
Norton,Kansas,20137,G2001370,0,KS,Midwest,5459,0,0
Hamilton,Ohio,39061,G3900610,14,OH,Midwest,830639,1.685449395,0.801732515
Wood,Texas,48499,G4804990,0,TX,Southwest,44843,0,0
Douglas,Oregon,41019,G4100190,6,OR,West,111201,5.395634931,2.566589051
Tunica,Mississippi,28143,G2801430,1,MS,South,9782,10.22285831,4.862796787
Montgomery,Missouri,29139,G2901390,0,MO,Midwest,11322,0,0
Ottawa,Michigan,26139,G2601390,0,MI,Midwest,296200,0,0
Canyon,Idaho,16027,G1600270,6,ID,Rockies,231105,2.596222496,1.234967954
Fayette,Tennessee,47047,G4700470,0,TN,South,41990,0,0
Cleveland,North Carolina,37045,G3700450,3,NC,South,99519,3.014499744,1.433933566
Robertson,Kentucky,21201,G2102010,0,KY,South,2193,0,0
Scott,Missouri,29201,G2902010,0,MO,Midwest,38059,0,0
Androscoggin,Maine,23001,G2300010,2,ME,North,111139,1.799548313,0.856006949
Wake,North Carolina,37183,G3701830,12,NC,South,1129410,1.06250166,0.505409495
Winnebago,Illinois,17201,G1702010,5,IL,Midwest,285350,1.752234098,0.833500581
Kershaw,South Carolina,45055,G4500550,0,SC,South,65403,0,0
Eaton,Michigan,26045,G2600450,2,MI,Midwest,109175,1.831921227,0.871406058
Spartanburg,South Carolina,45083,G4500830,11,SC,South,327997,3.353689211,1.595278798
Smith,Texas,48423,G4804230,4,TX,Southwest,233479,1.713216178,0.814940584
Hubbard,Minnesota,27057,G2700570,0,MN,Midwest,21344,0,0
Monroe,New York,36055,G3600550,17,NY,North,759443,2.238482677,1.064798713
Warren,Illinois,17187,G1701870,0,IL,Midwest,16835,0,0
Davidson,Tennessee,47037,G4700370,9,TN,South,715884,1.257186919,0.598017142
Ashtabula,Ohio,39007,G3900070,2,OH,Midwest,97574,2.049726362,0.975011339
Peoria,Illinois,17143,G1701430,5,IL,Midwest,181830,2.749821262,1.308031628
Jefferson,Mississippi,28063,G2800630,0,MS,South,7260,0,0
Warren,New York,36113,G3601130,2,NY,North,65737,3.042426639,1.447217797
Mifflin,Pennsylvania,42087,G4200870,0,PA,North,46143,0,0
Madison,Alabama,01089,G0100890,2,AL,South,388153,0.515260735,0.245098599
Montgomery,New York,36057,G3600570,0,NY,North,49532,0,0
Floyd,Kentucky,21071,G2100710,1,KY,South,35942,2.782260308,1.323462194
Cumberland,Maine,23005,G2300050,10,ME,North,303069,3.299578644,1.56953955
Hancock,Ohio,39063,G3900630,1,OH,Midwest,74920,1.334757074,0.634915619
Butler,Ohio,39017,G3900170,13,OH,Midwest,390357,3.330284842,1.584145836
Newport,Rhode Island,44005,G4400050,3,RI,North,85643,3.502913256,1.66626151
Ripley,Missouri,29181,G2901810,0,MO,Midwest,10679,0,0
Stark,Ohio,39151,G3901510,11,OH,Midwest,374853,2.934483651,1.395871608
Mingo,West Virginia,54059,G5400590,1,WV,South,23568,4.243041412,2.01832477
Massac,Illinois,17127,G1701270,0,IL,Midwest,14169,0,0
Clark,Indiana,18019,G1800190,2,IN,Midwest,121093,1.651623133,0.78564208
Kane,Illinois,17089,G1700890,5,IL,Midwest,516522,0.968012979,0.460463235
Franklin,Missouri,29071,G2900710,3,MO,Midwest,104682,2.865822204,1.363210815
Ingham,Michigan,26065,G2600650,3,MI,Midwest,284900,1.053001053,0.500890258
Wayne,Missouri,29223,G2902230,0,MO,Midwest,10974,0,0
Multnomah,Oregon,41051,G4100510,18,OR,West,815428,2.207429718,1.050027479
Blair,Pennsylvania,42013,G4200130,8,PA,North,122822,6.513491068,3.098329496
Potter,Texas,48375,G4803750,0,TX,Southwest,118525,0,0
Mckean,Pennsylvania,42083,G4200830,1,PA,North,40432,2.473288484,1.176490853
Imperial,California,06025,G0600250,7,CA,West,179702,3.895337837,1.852929557
Robeson,North Carolina,37155,G3701550,2,NC,South,116530,1.716296233,0.816405701
Wayne,North Carolina,37191,G3701910,0,NC,South,117333,0,0
Hays,Texas,48209,G4802090,4,TX,Southwest,241067,1.659289741,0.789288923
Lycoming,Pennsylvania,42081,G4200810,1,PA,North,114188,0.875748765,0.416575106
Perry,Kentucky,21193,G2101930,0,KY,South,28473,0,0
Oldham,Kentucky,21185,G2101850,0,KY,South,67607,0,0
Pike,Kentucky,21195,G2101950,0,KY,South,58669,0,0
Wayne,Tennessee,47181,G4701810,0,TN,South,16232,0,0
Jackson,Mississippi,28059,G2800590,3,MS,South,143252,2.094211599,0.996172022
Polk,Iowa,19153,G1901530,6,IA,Midwest,492401,1.218519053,0.579623658
Fayette,Pennsylvania,42051,G4200510,4,PA,North,128804,3.105493618,1.477217421
Marion,Tennessee,47115,G4701150,0,TN,South,28837,0,0
Queens,New York,36081,G3600810,28,NY,North,2405464,1.164016589,0.553697993
Mercer,Illinois,17131,G1701310,0,IL,Midwest,15699,0,0
Pulaski,Illinois,17153,G1701530,0,IL,Midwest,5193,0,0
Eddy,North Dakota,38027,G3800270,0,ND,Midwest,2347,0,0
Jackson,Illinois,17077,G1700770,0,IL,Midwest,52974,0,0
Baltimore (city),Maryland,24510,G2405100,25,MD,South,585708,4.268338489,2.030358053
Herkimer,New York,36043,G3600430,0,NY,North,60139,0,0
Walker,Alabama,01127,G0101270,2,AL,South,65342,3.060818463,1.455966398
Whatcom,Washington,53073,G5300730,2,WA,West,226847,0.88165151,0.419382916
Reno,Kansas,20155,G2001550,5,KS,Midwest,61898,8.077805422,3.842440642
Bristol,Rhode Island,44001,G4400010,2,RI,North,50793,3.93755045,1.873009201
Marshall,Iowa,19127,G1901270,1,IA,Midwest,40105,2.493454681,1.186083485
Lincoln,Nebraska,31111,G3101110,1,NE,Midwest,34676,2.883838966,1.371781006
Claiborne,Tennessee,47025,G4700250,1,TN,South,32043,3.120806416,1.484501394
Chatham,North Carolina,37037,G3700370,0,NC,South,76285,0,0
Grant,West Virginia,54023,G5400230,0,WV,South,10976,0,0
Harnett,North Carolina,37085,G3700850,3,NC,South,133568,2.246046957,1.06839688
Weld,Colorado,08123,G0801230,3,CO,Rockies,328981,0.911906767,0.4337747
Marion,Missouri,29127,G2901270,0,MO,Midwest,28525,0,0
Adams,Pennsylvania,42001,G4200010,4,PA,North,103852,3.851635019,1.832141054
Itasca,Minnesota,27061,G2700610,3,MN,Midwest,45014,6.664593238,3.170205592
New London,Connecticut,09011,G0900110,8,CT,North,268555,2.978905625,1.417002198
Jasper,Missouri,29097,G2900970,2,MO,Midwest,122761,1.629181906,0.774967264
Austin,Texas,48015,G4800150,1,TX,Southwest,30167,3.314880499,1.576818317
Pinal,Arizona,04021,G0400210,1,AZ,Southwest,425264,0.235148049,0.111854938
Monterey,California,06053,G0600530,9,CA,West,439035,2.04995046,0.975117937
Santa Clara,California,06085,G0600850,21,CA,West,1936259,1.08456565,0.515904867
Shelby,Tennessee,47157,G4701570,14,TN,South,929744,1.505790841,0.716272753
Wells,North Dakota,38103,G3801030,0,ND,Midwest,3982,0,0
Gladwin,Michigan,26051,G2600510,2,MI,Midwest,25386,7.87835815,3.747567807
La Crosse,Wisconsin,55063,G5500630,1,WI,Midwest,120784,0.827924228,0.393825988
San Diego,California,06073,G0600730,79,CA,West,3298634,2.39493075,1.139217742
Passaic,New Jersey,34031,G3400310,7,NJ,North,524118,1.335577103,0.635305689
Delta,Michigan,26041,G2600410,1,MI,Midwest,36903,2.709806791,1.288997593
Will,Illinois,17197,G1701970,5,IL,Midwest,696355,0.718024571,0.341549053
Pasquotank,North Carolina,37139,G3701390,0,NC,South,40568,0,0
Ashland,Wisconsin,55003,G5500030,0,WI,Midwest,16027,0,0
Treutlen,Georgia,13283,G1302830,1,GA,South,6406,15.61036528,7.42551954
Harford,Maryland,24025,G2400250,7,MD,South,260924,2.682773528,1.276138443
Erie,Pennsylvania,42049,G4200490,8,PA,North,270876,2.953380883,1.40486062
Portage,Ohio,39133,G3901330,7,OH,Midwest,161791,4.326569463,2.058057291
Cambria,Pennsylvania,42021,G4200210,6,PA,North,133472,4.495324862,2.138330654
Florence,South Carolina,45041,G4500410,2,SC,South,137059,1.459225589,0.69412265
Nolan,Texas,48353,G4803530,0,TX,Southwest,14738,0,0
Madison,North Carolina,37115,G3701150,0,NC,South,21193,0,0
Cherokee,North Carolina,37039,G3700390,1,NC,South,28774,3.4753597,1.653154868
Polk,Oregon,41053,G4100530,5,OR,West,87433,5.718664577,2.720247399
Terrebonne,Louisiana,22109,G2201090,2,LA,South,109580,1.825150575,0.868185402
Mccurtain,Oklahoma,40089,G4000890,1,OK,Southwest,30814,3.24527812,1.543709943
Flathead,Montana,30029,G3000290,2,MT,Rockies,104357,1.916498175,0.911637517
Hartford,Connecticut,09003,G0900030,7,CT,North,899498,0.778211847,0.370178863
Evangeline,Louisiana,22039,G2200390,0,LA,South,32350,0,0
Knox,Tennessee,47093,G4700930,13,TN,South,478971,2.714151796,1.29106442
Jefferson,Texas,48245,G4802450,3,TX,Southwest,256526,1.1694721,0.556293064
Somerset,Maine,23025,G2300250,2,ME,North,50477,3.962200606,1.884734757
Rock Island,Illinois,17161,G1701610,3,IL,Midwest,144672,2.073656271,0.986394289
Turner,South Dakota,46125,G4601250,0,SD,Midwest,8673,0,0
Traill,North Dakota,38097,G3800970,0,ND,Midwest,7997,0,0
Sheridan,Wyoming,56033,G5600330,1,WY,Rockies,30921,3.234048058,1.53836804
St Landry,Louisiana,22097,G2200970,5,LA,South,82540,6.057669009,2.881504614
Smyth,Virginia,51173,G5101730,1,VA,South,29800,3.355704698,1.596237523
Boone,Arkansas,05009,G0500090,5,AR,South,37373,13.37864234,6.363936287
Cumberland,Tennessee,47035,G4700350,3,TN,South,61145,4.906370104,2.333856154
Northampton,Pennsylvania,42095,G4200950,4,PA,North,312951,1.278155366,0.607991387
Pope,Arkansas,05115,G0501150,1,AR,South,63381,1.577759896,0.750506905
Lancaster,Pennsylvania,42071,G4200710,7,PA,North,552984,1.26585941,0.602142462
St Joseph,Indiana,18141,G1801410,1,IN,Midwest,272912,0.366418479,0.174297496
Cattaraugus,New York,36009,G3600090,2,NY,North,77042,2.595986605,1.234855746
Pottawattamie,Iowa,19155,G1901550,2,IA,Midwest,93667,2.135223718,1.015680617
Cole,Missouri,29051,G2900510,0,MO,Midwest,77279,0,0
Roberts,South Dakota,46109,G4601090,0,SD,Midwest,10280,0,0
Brown,Wisconsin,55009,G5500090,4,WI,Midwest,268740,1.488427476,0.708013369
Dane,Wisconsin,55025,G5500250,8,WI,Midwest,561504,1.424744971,0.677720952
Berrien,Michigan,26021,G2600210,2,MI,Midwest,154316,1.296041888,0.616499626
Winona,Minnesota,27169,G2701690,1,MN,Midwest,49671,2.013247166,0.957658959
Perry,Arkansas,05105,G0501050,0,AR,South,10019,0,0
Cottle,Texas,48101,G4801010,0,TX,Southwest,1380,0,0
Lake,Ohio,39085,G3900850,5,OH,Midwest,232603,2.149585345,1.022512138
Rock,Wisconsin,55105,G5501050,2,WI,Midwest,163687,1.221844129,0.581205327
Benton,Arkansas,05007,G0500070,6,AR,South,284333,2.11020177,1.003778207
Mcdonald,Missouri,29119,G2901190,1,MO,Midwest,23303,4.291292967,2.04127701
Crawford,Wisconsin,55023,G5500230,0,WI,Midwest,16113,0,0
Bell,Texas,48027,G4800270,11,TX,Southwest,370647,2.967783363,1.411711574
Phelps,Nebraska,31137,G3101370,0,NE,Midwest,8968,0,0
Hunt,Texas,48231,G4802310,0,TX,Southwest,99956,0,0
Putnam,Florida,12107,G1201070,0,FL,South,73321,0,0
Little River,Arkansas,05081,G0500810,0,AR,South,12026,0,0
Elk,Pennsylvania,42047,G4200470,1,PA,North,30990,3.22684737,1.534942826
Chippewa,Michigan,26033,G2600330,1,MI,Midwest,36785,2.718499388,1.293132477
Salt Lake,Utah,49035,G4900350,16,UT,Rockies,1185238,1.349939843,0.64213774
Otsego,New York,36077,G3600770,4,NY,North,58524,6.834802816,3.251170677
Butler,Pennsylvania,42019,G4200190,3,PA,North,193763,1.548283212,0.736485472
Rapides,Louisiana,22079,G2200790,2,LA,South,130023,1.538189397,0.731684059
Holmes,Florida,12059,G1200590,0,FL,South,19653,0,0
Lonoke,Arkansas,05085,G0500850,3,AR,South,74015,4.053232453,1.928036675
Campbell,Virginia,51031,G5100310,1,VA,South,55696,1.795461074,0.854062737
Scott,Minnesota,27139,G2701390,1,MN,Midwest,150928,0.662567582,0.31516934
Troup,Georgia,13285,G1302850,0,GA,South,69426,0,0
Murray,Georgia,13213,G1302130,0,GA,South,39973,0,0
Poinsett,Arkansas,05111,G0501110,1,AR,South,22965,4.354452428,2.071320626
Cross,Arkansas,05037,G0500370,1,AR,South,16833,5.940711697,2.825870503
District Of Columbia,District Of Columbia,11001,G1100010,10,DC,South,689545,1.45023,0.68984
Wicomico,Maryland,24045,G2400450,5,MD,South,103588,4.826813917,2.296012964
Lee,Virginia,51105,G5101050,0,VA,South,22173,0,0
Chesterfield,Virginia,51041,G5100410,8,VA,South,364548,2.194498393,1.043876322
Alpine,California,06003,G0600030,0,CA,West,1204,0,0
Putnam,Tennessee,47141,G4701410,2,TN,South,79854,2.504570842,1.191371207
Burke,North Carolina,37023,G3700230,0,NC,South,87570,0,0
Montgomery,Ohio,39113,G3901130,11,OH,Midwest,537309,2.047239112,0.973828207
Essex,Massachusetts,25009,G2500090,16,MA,North,809829,1.97572574,0.939810813
Chippewa,Minnesota,27023,G2700230,0,MN,Midwest,12598,0,0
Floyd,Indiana,18043,G1800430,0,IN,Midwest,80484,0,0
Clinton,Iowa,19045,G1900450,0,IA,Midwest,46460,0,0
Porter,Indiana,18127,G1801270,4,IN,Midwest,173215,2.309268828,1.098470183
Muskegon,Michigan,26121,G2601210,4,MI,Midwest,175824,2.275002275,1.082170311
Limestone,Texas,48293,G4802930,1,TX,Southwest,22146,4.515488124,2.14792189
Montgomery,Alabama,01101,G0101010,6,AL,South,228954,2.620613748,1.246570355
Kent,Michigan,26081,G2600810,16,MI,Midwest,657974,2.431707028,1.156711437
Washington,New York,36115,G3601150,0,NY,North,61302,0,0
Edgefield,South Carolina,45037,G4500370,0,SC,South,25657,0,0
Allen,Indiana,18003,G1800030,2,IN,Midwest,385410,0.518927895,0.246842989
Penobscot,Maine,23019,G2300190,8,ME,North,152199,5.256276322,2.500299117
Hillsdale,Michigan,26059,G2600590,2,MI,Midwest,45746,4.371966948,2.079651912
Norman,Minnesota,27107,G2701070,0,MN,Midwest,6441,0,0
Lyon,Minnesota,27083,G2700830,1,MN,Midwest,25269,3.95741818,1.882459859
Falls Church (city),Virginia,51610,G5106100,5,VA,South,14658,34.11106563,16.22591014
Calhoun,Alabama,01015,G0100150,5,AL,South,116441,4.294020148,2.042574273
Hocking,Ohio,39073,G3900730,2,OH,Midwest,28050,7.130124777,3.391649068
Dauphin,Pennsylvania,42043,G4200430,4,PA,North,286401,1.396643168,0.664353521
Richland,Wisconsin,55103,G5501030,0,WI,Midwest,17304,0,0
Jackson,Michigan,26075,G2600750,4,MI,Midwest,160366,2.494294302,1.186482875
Washington,Maryland,24043,G2400430,2,MD,South,154705,1.292783039,0.614949461
Greene,Georgia,13133,G1301330,0,GA,South,18915,0,0
Onondaga,New York,36067,G3600670,2,NY,North,476516,0.419713084,0.199648609
Hancock,West Virginia,54029,G5400290,0,WV,South,29095,0,0
Burlington,New Jersey,34005,G3400050,8,NJ,North,461860,1.732126618,0.82393588
De Kalb,Indiana,18033,G1800330,0,IN,Midwest,43265,0,0
Upson,Georgia,13293,G1302930,0,GA,South,27700,0,0
Westmoreland,Virginia,51193,G5101930,0,VA,South,18477,0,0
Lamar,Texas,48277,G4802770,1,TX,Southwest,50088,1.996486184,0.949686116
Norfolk (city),Virginia,51710,G5107100,7,VA,South,238005,2.941114682,1.399025849
Chambers,Alabama,01017,G0100170,2,AL,South,34772,5.751754285,2.735987471
Franklin,Illinois,17055,G1700550,0,IL,Midwest,37804,0,0
Tioga,Pennsylvania,42117,G4201170,1,PA,North,41045,2.436350347,1.158920165
Kent,Rhode Island,44003,G4400030,2,RI,North,170363,1.17396383,0.558429685
Willacy,Texas,48489,G4804890,0,TX,Southwest,20164,0,0
Fairfield,Connecticut,09001,G0900010,8,CT,North,957419,0.835579825,0.397467593
